case,2023-10-20T23:30:34.755742,2023-10-21T00:38:13.160663,2023-10-21T00:42:49.956543,2023-10-21T00:50:08.428110,2023-10-21T01:17:21.760157,2023-10-21T01:21:32.438044,2023-10-21T01:50:36.630387,2023-10-21T01:54:26.281402,2023-10-21T01:57:51.652721,2023-10-21T02:01:48.867771,2023-10-21T02:05:03.877950,2023-10-21T02:14:35.367278,2023-10-21T02:18:43.473352,2023-10-21T02:20:40.484872,2023-10-21T02:22:41.002817,2023-10-21T10:31:06.980853,2023-10-21T10:34:36.903757,2023-10-21T10:36:26.601112,2023-10-21T10:38:10.737221,2023-10-21T10:40:09.883808,2023-10-21T10:59:16.680439,2023-10-21T11:01:53.521567,2023-10-21T11:04:01.328806,2023-10-21T11:06:37.147415,2023-10-21T11:09:24.767237,2023-10-21T11:12:29.737628,2023-10-21T11:14:48.765113,2023-10-21T11:33:17.839442,2023-10-21T11:45:56.215101,2023-10-21T11:48:29.697132,2023-10-21T11:51:51.357325,2023-10-21T11:54:56.600191,2023-10-21T13:53:18.558109,2023-10-21T14:46:49.321917,2023-10-21T15:29:00.068713,2023-10-21T15:59:28.617047,2023-10-21T16:04:08.523130,2023-10-21T16:27:26.583949
0182.txt,1235324,3124310,2198655,53448950,1235324,33745178,7463423,6637821,1221177,4681747,1325881,1286463,7993507,1593259,1286463,1286463,9286292,10229860,1286463,1286463,1286463,1286463,1286463,1286463,1286463,1286463,1286463,3248921,6823442,1502997,1502997,1502997,1746129,1354407,1148446,1148446.0,1148446.0,1148446.0
0183.txt,2608113,3191401,3191401,41448550,2608113,17655614,4728178,5781470,4916341,5807254,2668759,1623530,2593570,1055175,1623530,1623530,1575750,2485989,1623530,1623530,1623530,1623530,1623530,1623530,1623530,1623530,1623530,2464909,9391688,1211898,1211898,1211898,1228053,1211898,1211898,1211898.0,1211898.0,1211898.0
0184.txt,1862582,3158104,3158148,36861209,1862582,16665806,291526,1848944,4305197,1382202,567866,351468,528076,376957,351468,351468,5433687,547928,3108737,351468,351468,351468,373272,373272,373272,351468,373272,351468,6786041,1738959,1738959,1738959,1832771,1738959,1783080,1795916.0,2017851.0,1783080.0
0185.txt,576342,570832,570832,27769956,576342,29116713,508326,331132,139358,715483,243515,214832,623773,283258,214832,214832,1782721,184227,316616,214832,212650,212650,212665,212650,214832,214832,214832,214832,4782403,342170,342170,342170,376783,342170,342170,342170.0,342170.0,342170.0
0186.txt,32250,32250,32250,87654041,32250,32250,129259,443928,196991,163089,21024,646680,117489,88619,646680,371214,157294,250249,252284,646680,646680,371214,371214,646680,371214,646680,646680,371214,25461100,85516,85516,85516,85516,85516,85516,85516.0,85516.0,85516.0
0187.txt,1291218,3617173,3617173,52024545,1291218,28236009,1014969,961128,2137126,1080042,1533723,478091,524761,1126477,478091,478091,729945,172889,387894,478091,478091,478091,478091,478091,478091,478091,478091,478091,9320602,1794587,1794587,1794587,2126802,1794587,1794587,1794587.0,1794587.0,1794587.0
0188.txt,477412,690775,690775,30656423,477412,13938534,2639465,903590,992881,1004136,838572,3413984,1174412,1205345,3413984,3413984,808134,1564472,1211106,3413984,2905368,4477194,1878581,2905368,1878581,3413984,1878581,3413984,4292470,2832939,2832939,2832939,3276809,2832939,2832939,2832939.0,2832939.0,2832939.0
0189.txt,2244122,1356030,4927213,15037771,2244122,17602864,1969948,2077172,3436125,3436125,5039126,14681321,2655415,2870348,14681321,14681321,14681321,2870348,2870348,14681321,14681321,14681321,14681321,14681321,14681321,14681321,14681321,2996898,1385123,948902,948902,948902,948902,948902,948902,948902.0,948902.0,948902.0
0190.txt,897888,1018847,1018847,34759568,897888,12750736,2639600,1289294,1083042,3314694,2424856,1320592,2171493,784234,1320592,784111,993430,733929,760722,784111,993385,1190352,776852,776852,776852,784111,776852,776852,1112471,1823098,1823098,1823098,2105594,1823098,1833805,1882808.0,2356259.0,1823098.0
0191.txt,615678,700528,700528,51283046,615678,20045266,162186,2050360,351093,587144,372640,259180,264858,487927,288573,259180,985337,853636,236335,259180,259180,259180,288573,259180,288573,288573,288573,259180,1172555,415977,415977,415977,606420,415977,178020,201259.0,558945.0,193910.0
0192.txt,679984,673281,870288,52276107,679984,36115455,498372,609368,267258,196140,427369,67338,57996,519976,67338,67338,86782,67338,67338,67338,67338,67338,67338,67338,67338,67338,67338,67338,1049656,134166,134166,134166,134166,134166,134166,134166.0,134166.0,134166.0
0193.txt,8081579,8483494,8145723,34082858,8081579,19481790,7846852,4087653,2542928,2597746,2395631,956977,8945674,6877503,956977,956977,9146288,6877503,956977,956977,956977,956977,956977,956977,956977,956977,956977,1979038,9431326,882447,882447,882447,882447,882447,882447,882447.0,882447.0,882447.0
0194.txt,1589579,1874882,1874882,15175225,1589579,17469200,499849,7053175,1579407,3202256,1784308,464327,1454878,900862,464327,464327,1318148,308946,308946,464327,464327,464327,464327,464327,464327,464327,464327,2713117,2052406,640780,640780,640780,672420,640780,640780,640780.0,640780.0,640780.0
0195.txt,4678689,4547590,4678689,36625794,4678689,7266705,3460450,6216272,2855854,4709430,2859805,711388,4544140,3982242,711388,711388,3903471,1278082,711388,711388,711388,711388,711388,711388,711388,711388,711388,2349144,1582361,1220330,1220330,1220330,1276655,1220330,1220330,1220330.0,1220330.0,1220330.0
0196.txt,633604,423126,633604,13811059,633604,9939385,27133083,2556886,2364660,3524740,4999336,633604,503062,423126,633604,633604,5266696,633604,633604,633604,633604,633604,633604,633604,633604,633604,633604,9857619,29022266,730750,730750,730750,737050,730750,730750,730750.0,730750.0,730750.0
0197.txt,232810,615148,1875926,29653601,232810,9797602,2770360,1834947,866032,1546653,586225,854877,1385589,1098112,854877,854877,1144880,822837,969063,854877,844942,1023144,854877,854877,854877,854877,854877,854877,1944675,952759,952759,952759,1172235,952759,952759,952759.0,952759.0,952759.0
0198.txt,6123055,6445871,6445871,20933188,6123055,15128722,5187005,6843794,5830236,6486038,6135469,3873152,5570059,6249399,3873152,3873152,7599536,3873152,3873152,3873152,3873152,3873152,3873152,3873152,3873152,3873152,3873152,6390933,3511944,2133435,2133435,2133435,2133435,2133435,2133435,2133435.0,2133435.0,2133435.0
0199.txt,7552647,809843,809843,33769121,7552647,22940533,1393452,8828580,4060640,7525598,10836182,1879237,5417998,777018,1879237,1879237,5427772,9421817,1879237,1879237,1879237,1879237,1879237,1879237,1879237,1879237,1879237,7347591,6387547,766818,766818,766818,801421,766818,766818,766818.0,766818.0,766818.0
0200.txt,910561,910561,910561,52420311,910561,16639611,2155356,1333046,1424727,866545,3420467,1432033,1599329,1577948,1432033,1432033,1660459,1038977,3277698,1432033,1432033,1668084,1432033,1432033,1432033,1432033,1432033,1432033,630817,1532339,1532339,1532339,1573920,1532339,1532339,1532339.0,1532339.0,1532339.0
0201.txt,1736854,1392628,1736854,28572473,1392628,22189272,161620,179023,257217,597010,706632,719761,198672,540773,638890,638890,532657,848339,947041,638890,719761,719761,719761,638890,719761,638890,719761,638890,18496519,1322979,1322979,1322979,1768813,1322979,1322979,1322979.0,1322979.0,1322979.0
0202.txt,1584995,1242432,1584995,49274290,1242432,20442312,1296760,6656254,3391334,6381421,1449527,1218141,981791,2366328,1218141,1218141,733900,2958124,2958124,1218141,1218141,1218141,1218141,1218141,1218141,1218141,1218141,1218141,3475192,1672271,1672271,1672271,1957977,1672271,1672271,1672271.0,1672271.0,1672271.0
0203.txt,189176,2487925,204495,40519079,189176,26323763,751278,3390760,365206,173512,431728,763156,677413,363691,763156,763156,580492,341868,759292,763156,646117,968716,646117,646117,646117,763156,763156,646117,5955531,53180,53180,53180,53180,53180,182125,182125.0,182125.0,182125.0
0204.txt,752900,752900,1360852,68705054,752900,35790428,203763,197481,313733,152687,337739,324654,659508,325304,324654,438443,311796,279049,492855,324654,324654,438443,438443,324654,324654,324654,438443,438443,2020342,540539,540539,540539,540905,540539,540539,551789.0,555298.0,540539.0
0205.txt,1243575,1888151,1888151,67627493,1243575,30152673,614237,1346727,436951,287153,870828,250104,354264,799658,250104,250104,389273,182135,509034,250104,250104,250104,250104,250104,587038,250104,250104,250104,13821013,990931,990931,990931,1195949,990931,990931,990931.0,990931.0,990931.0
0206.txt,42101,15301,42101,108521801,15301,73787901,901,564401,8401,5601,13601,21001,6801,4501,21001,21001,13401,52901,32301,21001,21001,32301,21001,32301,21001,21001,21001,32301,1231601,75701,75701,75701,75701,75701,75701,781201.0,803301.0,75701.0
0207.txt,922565,922565,922565,29820030,922565,18854897,1347608,2592482,1185034,2712958,995479,1111914,2555800,1771796,1111914,1352341,1036188,1739861,771582,1352341,1352341,1582869,1352341,1352341,1352341,1502368,1352341,1502368,2052998,1300525,1300525,1300525,1430683,1300525,1300525,1300525.0,1300525.0,1300525.0
0208.txt,486151,476651,476651,58154751,486151,2071651,2427951,1905551,503951,1055551,486151,688651,189751,486151,688651,688651,688651,486151,688651,688651,688651,688651,688651,688651,688651,688651,688651,7561651,3526951,98251,98251,98251,98251,98251,98251,98251.0,98251.0,98251.0
0209.txt,9231581,1926497,1112109,29870363,9231581,15420018,2228827,3103275,1889657,4691674,3199740,3321704,1622522,2347817,3321704,3321704,8711272,3127458,3321704,3321704,3321704,3321704,3321704,3321704,3321704,3321704,3321704,2053225,13858748,1279889,1279889,1279889,1368033,1153487,1153487,1153487.0,1153487.0,1153487.0
0210.txt,595783,459229,2777686,48477570,595783,23614281,1076299,934228,1138844,1170923,583476,896900,731734,585687,896900,896900,1106989,907415,1169862,896900,872484,950917,896900,896900,896900,896900,896900,896900,516448,1032020,1032020,1032020,1105697,1027519,1027507,1027507.0,1027507.0,1027507.0
0211.txt,2715627,2611834,2611834,26700894,2715627,20921260,3686285,4959806,6016443,4323818,5789808,5948199,2387324,2712642,5948199,5948199,5728403,2058811,5948199,5948199,5948199,5948199,5948199,5948199,5948199,5948199,5948199,5707762,12880701,1545248,1545248,1545248,1545248,1545248,1061245,1210257.0,1210257.0,1061245.0
0212.txt,4876432,2689589,1495822,63215926,4876432,28356196,950731,2663430,699401,1163674,918949,738371,4710791,711405,738371,738371,3574865,1469356,741287,738371,738371,738371,738371,738371,738371,738371,738371,738371,16845549,7985372,7985372,7985372,10704841,7985372,7974830,7974830.0,7974830.0,7974830.0
0213.txt,28848202,658306,628740,62792906,28848202,253756,3876029,683995,394800,7133506,3165175,1677562,183801,152431,1677562,1677562,194990,19093268,19093268,1677562,1677562,1677562,1677562,1677562,1677562,1677562,1677562,5781542,13624795,754812,754812,754812,757547,754812,754812,754812.0,754812.0,754812.0
0214.txt,714180,1490380,1490380,71325134,714180,22554518,487001,906399,1073625,387007,639472,156401,669412,189903,156401,156401,415849,183008,305554,156401,156401,156401,238360,156401,156401,238360,156401,156401,1317571,595393,595393,595393,607300,595393,619822,619822.0,714341.0,619822.0
0215.txt,393648,3101636,393648,37581042,393648,15848196,468425,7526526,411704,857101,1064217,921736,453582,499038,921736,921736,651200,258299,315456,691990,691990,1077590,691990,902280,691990,691990,691990,691990,803697,598104,598104,598104,657288,598104,598104,598104.0,598104.0,598104.0
0216.txt,6352403,1728694,1728694,36634787,6352403,17383225,4680598,7922552,1535716,2153523,3308217,1475995,2127432,2263074,1475995,2039865,1739928,2257563,2210077,2039865,2039865,2039865,2039865,2039865,2039865,2039865,2039865,2223088,8299656,6473710,6473710,6473710,7176584,6036955,6036955,6036955.0,6036955.0,6036955.0
0217.txt,2309820,2309820,2309820,19575845,2309820,27712973,1852117,3023900,7054504,7054504,3774986,94903,1236126,2906202,94903,94903,94903,811276,94903,94903,94903,94903,94903,94903,94903,94903,94903,505238,1283479,359070,359070,359070,359070,359070,359070,359070.0,359070.0,359070.0
0218.txt,5915308,3174354,3174354,22089253,5915308,12351041,5081602,5304855,6471808,5967822,5772820,5692919,3149126,5438232,5692919,5692919,4062132,5692919,5692919,5692919,5692919,5692919,5692919,5692919,5692919,5692919,5692919,4763161,2478315,1037941,1037941,1037941,1037941,1037941,1037941,1037941.0,1037941.0,1037941.0
0219.txt,122188,122188,122188,49633046,122188,26657720,1256868,515741,833356,76473,254714,240361,1192931,189306,240361,240361,465129,248029,405843,240361,240361,240361,240361,240361,240361,240361,240361,38378,2446778,145880,145880,145880,145880,145880,115705,162175.0,115705.0,126768.0
0220.txt,352803,411882,352803,40590993,352803,21244592,367841,537642,402513,1114003,368947,637287,786974,415688,637287,947803,437079,487959,158102,504640,504640,191089,1027416,504640,1027416,1027416,1027416,191089,7614816,1456829,1456829,1456829,2127467,1456829,1513876,1826169.0,2768584.0,1459968.0
0221.txt,3469390,3469390,3469390,17362994,3469390,14682116,3283801,4681290,4656864,5329516,3423785,3888595,3754303,3544228,3888595,3888595,3908996,4006042,4006042,3888595,3888595,3888595,3888595,3888595,3888595,3888595,3888595,4183637,6010516,4051377,2939034,4051377,4051377,4051377,4051377,4051377.0,4051377.0,4051377.0
0222.txt,6160455,17541648,17541648,30248629,6160455,38059762,12412907,3454172,5553881,3643349,2020416,11289704,8537839,9026643,11289704,11289704,5151711,11289704,11289704,11289704,11289704,11289704,11289704,11289704,11289704,11289704,11289704,9906135,11284564,224028,224028,224028,224028,224028,224028,224028.0,224028.0,224028.0
0223.txt,1135080,3018946,3017936,44911286,1135080,20400726,1780156,4367678,5051358,2203851,5377165,2226666,4728172,2687828,2226666,2411538,4455310,2498348,2719681,2226666,2226666,2226666,2226666,2226666,2226666,2226666,2226666,2406915,789603,1296734,1296734,1296734,1593094,1296734,1296734,1296734.0,1296734.0,1296734.0
0224.txt,1303421,1303421,1303421,53962829,1303421,17877615,1099129,2075326,1236404,652653,593948,482248,992736,449904,482248,482248,285449,350019,1502698,482248,482248,575434,482248,482248,482248,482248,482248,482248,4276820,1496286,1496286,1496286,1813360,1496286,1496379,1496750.0,1513492.0,1496286.0
0225.txt,1576517,1642097,1642097,15700555,1576517,11042252,5950609,5295580,2902649,3530367,2853420,2209251,1994536,1641516,2209251,2209251,2209251,1984178,1984178,2209251,2209251,2209251,2209251,2209251,2209251,2209251,2209251,3684072,7302510,3196039,3196039,3196039,3210871,3196039,3196039,3196039.0,3196039.0,3196039.0
0226.txt,99606,99606,99606,28821802,99606,34542834,245670,245671,334522,442409,406246,95579,392696,91711,95579,95579,167797,224369,388994,95579,95579,95579,95579,95579,95579,95579,95579,95579,489225,195719,195719,195719,195719,195719,195719,195719.0,195719.0,195719.0
0227.txt,2399085,2352466,2352466,41490810,496840,13081296,1427585,3738680,446141,2129748,1069229,690059,1298963,2265422,1107073,778171,2018915,1225567,781306,778171,1218805,1253444,778171,1218805,690484,778171,1132064,778171,5256625,2055531,2055531,2055531,2669033,2055531,2055531,2055531.0,2134444.0,2055531.0
0228.txt,941707,1056575,1056575,36567546,941707,24548889,327743,579791,125041,189545,341793,154521,322962,51670,403995,154521,187271,109647,124255,403995,154521,154521,154521,403995,403995,403995,403995,403995,704088,480384,480384,480384,483611,480384,480384,480384.0,480384.0,480384.0
0229.txt,234663,234663,234663,34785401,234663,234663,248285,2125502,377223,893180,698221,1149024,266418,1050524,1149024,1149024,1030180,1149024,1149024,1149024,1149024,1149024,1149024,1149024,1149024,1149024,1149024,1149024,4631136,170465,170465,170465,170465,170465,170465,170465.0,170465.0,170465.0
0230.txt,924172,1519305,1519305,33738034,924172,71809283,242475,1066644,5614126,4111093,1699807,1146986,1053936,1463836,1146986,1146986,191556,1423664,1146986,1146986,1146986,1146986,1146986,1146986,1146986,1146986,1146986,215645,12518118,225376,225376,225376,225991,225376,225376,225376.0,225376.0,225376.0
0231.txt,17302730,4546707,2131296,32815370,17302730,26690064,11044762,15990597,1840267,20683308,7335954,10901898,9684287,21054760,10901898,10901898,10901898,21054760,10901898,10901898,10901898,10901898,10901898,10901898,10901898,10901898,10901898,13408618,10694612,7337862,7337862,7337862,7988421,7337862,7337862,7337862.0,7337862.0,7337862.0
0232.txt,4173803,6629127,6609927,42653875,4173803,12248577,2320745,2185150,4924586,4290406,2689790,981020,2021298,1273633,451611,451611,1602091,700270,1730159,981020,451611,961310,451611,451611,451611,451611,451611,887494,6439157,2477985,2477985,2477985,2748692,2477985,2477985,2478960.0,2535091.0,2479147.0
0233.txt,274160,240838,274160,49058451,274160,32753002,10024272,3502152,644662,972145,741984,716298,5516582,107285,716298,716298,1707535,716298,716298,716298,716298,716298,716298,716298,716298,716298,716298,752531,5945532,84148,84148,84148,122485,84148,84148,84148.0,84148.0,84148.0
0234.txt,2482451,5006440,5006440,18187203,2482451,18581075,2844410,3828006,2194653,3760928,3139863,1582271,1587390,1411135,1582271,1582271,1582271,1411135,1411135,1582271,1582271,1582271,1582271,1582271,1582271,1582271,1582271,3468327,2800571,1693352,1693352,1693352,1719297,1693352,1693352,1693352.0,1693352.0,1693352.0
0235.txt,689628,1721636,573761,31104308,689628,12648851,1597582,2011395,715885,1369604,1229232,988901,667029,428835,1240244,988901,374047,1485375,999792,1240244,960067,1319910,1240244,960067,1240244,988901,1240244,960067,5901444,2104750,2104750,2104750,2675064,2104750,2109919,2251858.0,2965997.0,2104750.0
0236.txt,1298938,1298938,1298938,51984894,1298938,12494887,1435059,1482334,806697,591540,1005966,1575055,1388313,1144614,1575038,1076202,621550,1589302,968788,1575055,1004466,1076202,1575055,1004466,1004466,1575038,1004466,1076202,2080412,985453,985453,985453,1184078,985453,835645,989215.0,1000590.0,797642.0
0237.txt,433530,378741,378741,61172144,433530,22644959,898064,3123876,2847924,1676840,3133347,473232,738719,390604,473232,473232,223903,963549,83588,473232,473232,473232,473232,473232,473232,473232,473232,2699501,3329662,132381,132381,132381,141941,132381,132381,132381.0,132381.0,132381.0
0238.txt,806876,2097404,2097404,36667820,1212288,19623508,1283340,850975,998704,694051,645929,2133887,3989794,339159,2133887,2133887,267160,1817189,283631,2133887,2133887,2578689,2133887,2133887,2133887,2133887,2133887,2133887,1613362,2245708,2245708,2245708,2450415,2245708,2245708,2245708.0,2245708.0,2245708.0
0239.txt,251415,251415,251415,20666282,251415,13389890,1128242,1901544,2941769,12166786,2281126,686529,2341635,1020846,686529,686529,686529,766083,686529,686529,686529,686529,686529,686529,686529,686529,686529,2799284,7602292,1078433,1078433,1078433,1662038,1050993,1050993,1050993.0,1050993.0,1050993.0
0240.txt,1750730,1750730,1750730,38470428,1750730,14382712,3140287,5982283,2371084,6134444,2200991,2213166,1814266,3467676,2213166,2306654,2647053,2311838,2311838,2306654,2306654,2481712,2306654,2306654,2306654,2306654,2306654,2306654,5405046,1409912,1409912,1409912,1679989,1409912,1409912,1409912.0,1409912.0,1409912.0
0241.txt,1806590,1456652,3633882,65146547,1806590,25456925,249848,2390592,1094535,192803,856758,123877,986182,828471,123877,123877,1191025,368913,834206,123877,123877,123877,123877,123877,123877,123877,123877,341438,16538007,846858,846858,846858,1324223,846858,846858,846858.0,846858.0,846858.0
0242.txt,931810,909000,419445,63525382,419445,23102029,880552,2052230,455735,1560692,1127178,723774,160826,319647,723774,723774,1197151,319647,148807,723774,723774,723774,723774,723774,723774,723774,723774,723774,1060181,225402,225402,225402,280881,225402,225402,225402.0,225402.0,225402.0
0243.txt,13516656,15527536,15527536,28850105,13516656,32235697,15528375,18524674,11631058,20927638,11082686,14421294,10113005,12132619,14421294,14421294,14421294,12132619,14421294,14421294,14421294,14421294,14421294,14421294,14421294,14421294,14421294,15282620,9285232,2451562,2451562,2451562,2451562,2451562,2451562,2451562.0,2451562.0,2451562.0
0244.txt,1975838,7058575,7058575,33484129,1975838,30993958,15980313,19122373,8775664,30413310,1975838,3200579,2464699,3200579,3200579,3200579,171315,3200579,3200579,3200579,3200579,3200579,3200579,3200579,3200579,3200579,3200579,1101278,9283364,148852,148852,148852,148852,148852,148852,148852.0,148852.0,148852.0
0245.txt,436367,421446,421446,42806049,436367,10955294,2229221,1724249,2158145,1666715,695768,1818733,2042868,1008833,1818733,1463749,469488,1148945,1989844,1637947,1462172,2228994,1637947,1514479,1637947,1463749,1463749,1463749,2528879,1723829,1723829,1723829,2337408,1723829,1724901,1739257.0,1841994.0,1723829.0
0246.txt,140142,140142,140142,80300930,140142,140142,951335,156461,397742,313416,240210,157237,1013875,267422,160455,157237,667917,585681,287154,157237,157237,157237,157237,157237,157237,157237,157237,160455,989960,561397,561397,561397,848314,561397,561397,561397.0,696601.0,561397.0
0247.txt,4902446,1906860,1906860,30359660,4902446,5464220,2808805,2590497,5472815,1244913,3853036,9767085,2899214,1600602,9767085,9767085,1448936,9767085,9767085,9767085,9767085,9767085,9767085,9767085,9767085,9767085,9767085,1944512,24217810,2952306,2952306,2952306,3378002,2952306,2952306,2952306.0,2952306.0,2952306.0
0248.txt,386187,579261,359588,24701036,386187,11658185,551566,1424648,488549,493571,1012385,529165,383382,693092,529165,529165,1028963,887968,424675,529165,525554,525554,527603,525554,321848,529165,527603,529165,4554551,1843693,1843693,1843693,1630626,1843693,1709519,1764063.0,1940202.0,1511594.0
0249.txt,3904728,2236870,2236870,39408798,3904728,18293433,4885594,8133802,3390309,4328484,6976449,1088146,2415266,2089434,1088146,1088146,6466297,766042,1088146,1088146,1088146,1088146,1088146,1088146,1088146,1088146,1088146,8183758,5219573,763869,763869,763869,913735,763869,763869,763869.0,763869.0,763869.0
0250.txt,680044,999823,999823,48644291,680044,36675412,118612,66609,269775,193609,566295,474885,311528,392873,474885,474885,499569,879990,953687,474885,474885,474885,474885,474885,474885,474885,474885,474885,1619385,310332,310332,310332,323420,310332,310332,310332.0,310332.0,310332.0
0251.txt,6440018,6440018,6440018,23413278,6440018,5916438,6393928,5836721,6140075,5166957,6681353,3770255,6372262,5324351,3770255,3770255,7041939,3865663,3865663,3770255,3770255,3770255,3770255,3770255,3770255,3770255,3770255,3887390,4699270,1975011,1975011,1975011,1975011,1975011,1975011,1975011.0,1975011.0,1975011.0
0252.txt,764908,764908,861733,22732304,969095,13634785,801116,262082,1704059,338207,2267511,760801,388059,371377,760801,760801,1413761,633777,197775,760801,760801,760801,760801,760801,760801,760801,760801,760801,6071822,687080,687080,687080,753422,687080,687080,687080.0,687080.0,687080.0
0253.txt,4366425,3260039,3260039,26215768,4366425,5426170,3698598,3631409,4639274,3058573,7521238,2327200,3257212,584856,2327200,2327200,2327200,584856,2327200,2327200,2327200,2327200,2327200,2327200,2327200,2327200,2327200,4680162,623505,561266,561266,561266,561266,561266,561266,561266.0,561266.0,561266.0
0254.txt,20885320,21964159,21964159,34063844,20885320,22205243,6183533,7014409,24140606,26388109,17363471,3462556,3448539,12873065,3462556,3462556,3462556,10979270,10979270,3462556,3462556,3462556,3462556,3462556,3462556,3462556,3462556,5491082,18757676,755704,755704,755704,761969,755704,755704,755704.0,755704.0,755704.0
0255.txt,376101,8391701,9186501,66791201,376101,8339801,2892801,1321701,2723901,2461301,2723901,3615601,3629601,376101,3615601,3615601,3615601,3615601,3615601,3615601,3615601,3615601,3615601,3615601,3615601,3615601,3615601,48917301,3012501,153901,153901,153901,153901,153901,153901,49901.0,86901.0,153901.0
0256.txt,717405,695981,717405,28397835,717405,14922401,4745127,1292715,842222,3854832,720688,897549,3895193,1098465,897549,897549,886703,1003147,879901,897549,897549,897549,897549,897549,897549,897549,897549,2023486,7436687,2179966,2179966,2179966,3535946,2179966,2179966,2179966.0,2179966.0,2179966.0
0257.txt,337784,3640864,337784,16566899,337784,11907113,852854,1100231,1185358,489836,384759,167928,1125905,457435,1723679,1723679,442366,152171,143826,1723679,167874,1747957,1723679,1723679,1723679,167928,167874,167874,3657373,505835,505835,505835,609792,505835,505835,505835.0,505835.0,505835.0
0258.txt,798727,798727,1315408,50946879,798727,16303490,1231933,6419153,3278130,4501036,2266826,1837610,3557630,680946,1837610,5471190,3208051,776024,991382,5471190,5861075,6433292,5471190,5471190,5471190,5471190,5471190,5471190,7502845,3960420,3960420,3960420,4463039,3844851,4618063,6355630.0,7323398.0,3838918.0
0259.txt,985150,956618,808617,55370383,985150,18231113,873844,1186152,1714802,970266,1996792,1484114,514309,4705461,1484114,1484114,6422491,804931,5010447,1484114,1386802,1386802,1484114,1484114,1484114,1484114,1484114,7639629,1583703,202835,202835,202835,202835,202835,202835,202835.0,202835.0,202835.0
0260.txt,17051,13751,17051,45533751,17051,17051,26251,1883151,8151,15251,16751,9651,151,9651,32051,9651,9451,5351,36351,32051,9651,9651,32051,9651,32051,9651,9651,32051,14388251,72351,72351,72351,72351,72351,72351,132451.0,738651.0,72351.0
0261.txt,247116,673520,247116,53593092,247116,247116,956084,1640948,1066419,577353,754159,1545714,1662626,2350566,1545714,1330945,423323,482450,577421,1330945,1602168,2588024,1330945,1330945,1545714,1330945,1545714,1330945,5733060,2518643,2518643,2518643,2725861,2518643,2518643,2555812.0,2913502.0,2518643.0
0262.txt,827256,1231052,1231052,32507792,827256,33932806,9902587,15811338,8100487,11779197,2754955,253113,1303496,2181047,253113,253113,1943947,253113,253113,253113,253113,253113,253113,253113,253113,253113,253113,1675539,2468802,299079,299079,299079,299079,299079,299079,299079.0,299079.0,299079.0
0263.txt,137047,137047,137047,88770689,137047,32594281,10604913,3883231,656506,159706,81307,95572,232520,136038,95572,95572,27798,2341098,445880,95572,95572,95572,95572,95572,95572,95572,95572,117495,3270372,54798,54798,54798,54798,54798,54798,54798.0,54798.0,54798.0
0264.txt,2401,2401,212801,58429901,2401,2401,5601,268101,271401,3546901,14701,4201,2235601,4201,4201,4201,86801,4201,4201,4201,4201,4201,4201,4201,4201,4201,4201,1282201,6800701,31001,31001,31001,31001,31001,31001,31001.0,31001.0,31001.0
0265.txt,2496609,3734675,2460459,123201254,2496609,2496609,10959,15212,280688,51701,198253,4247,100991,109399,4247,4247,100678,366825,4247,4247,4247,4247,4247,4247,4247,4247,4247,4247,12193607,76972,76972,76972,118112,76972,76972,96067.0,96067.0,76972.0
0266.txt,190113,420197,190113,74864260,190113,432741,750571,8512489,1212697,770912,80245,484946,83466,209001,684151,484946,709638,664348,484946,684151,484946,484946,484946,484946,484946,484946,684151,484946,1198684,120540,120540,120540,185556,120540,120540,120540.0,120540.0,120540.0
0267.txt,102122,102122,102122,32729570,102122,14051611,342606,2680134,316043,782879,192676,716642,446269,1620004,804295,716642,616581,289783,716642,804295,804295,804295,716642,804295,804295,716642,804295,804295,11484934,568225,568225,568225,776382,568225,611715,611715.0,611715.0,611715.0
0268.txt,9071442,7757492,7757492,38120440,9071442,32347856,9697467,8594670,9498732,8744949,9498732,3542650,7455433,5784564,3542650,3542650,3542650,5156080,5156080,3542650,3542650,3542650,3542650,3542650,3542650,3542650,3542650,11339394,1899339,495447,495447,495447,495447,495447,495447,495447.0,495447.0,495447.0
0269.txt,5670686,2959653,2959653,18800895,5670686,24440482,6288885,3529336,2196111,11440562,1703396,1815701,3631642,4540747,1815701,1815701,1815701,4540747,4540747,1815701,1815701,1815701,1815701,1815701,1815701,1815701,1815701,6733328,15124200,2792084,2792084,2792084,2939848,2792084,2792084,2792084.0,2792084.0,2792084.0
0270.txt,932401,103901,1623601,62880801,932401,64881501,1350301,999601,188401,151501,932401,139501,294101,932401,139501,139501,294101,128801,139501,139501,139501,139501,139501,139501,139501,139501,139501,341201,935301,197301,197301,197301,197301,197301,197301,197301.0,197301.0,197301.0
0271.txt,539249,512907,4133224,39982224,857256,29255338,2480162,3285920,916692,2073004,1099821,266587,1588547,1337560,266587,1290290,1503450,1103405,1110735,966019,1290290,1443782,929286,929286,929286,1290290,1290290,1290290,25412118,935009,935009,935009,1355077,935009,935009,935009.0,935009.0,935009.0
0272.txt,1211336,1215650,1215650,36021821,1211336,37571611,6018073,33744320,3797857,6291445,1948805,507833,212322,288195,507833,507833,213940,288195,507833,507833,507833,507833,507833,507833,507833,507833,507833,306615,23482274,309104,309104,309104,352657,309104,309104,309104.0,309104.0,309104.0
